,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,"{'CC': 9, 'CD': 9, 'DC': 17, 'DD': 10}","{'CC': 12, 'CD': 2, 'DC': 4, 'DD': 27}","{'CC': 17, 'CD': 6, 'DC': 10, 'DD': 12}","{'CC': 21, 'CD': 6, 'DC': 1, 'DD': 17}","{'CC': 23, 'CD': 1, 'DC': 9, 'DD': 12}","{'CC': 24, 'CD': 4, 'DC': 2, 'DD': 15}","{'CC': 26, 'CD': 3, 'DC': 4, 'DD': 12}","{'CC': 28, 'CD': 4, 'DC': 3, 'DD': 10}","{'CC': 29, 'CD': 4, 'DC': 1, 'DD': 11}","{'CC': 31, 'CD': 6, 'DC': 1, 'DD': 7}","{'CC': 33, 'CD': 2, 'DC': 1, 'DD': 9}","{'CC': 34, 'CD': 3, 'DC': 3, 'DD': 5}","{'CC': 34, 'CD': 1, 'DC': 3, 'DD': 7}","{'CC': 35, 'CD': 2, 'DC': 3, 'DD': 5}","{'CC': 36, 'CD': 3, 'DC': 1, 'DD': 5}","{'CC': 36, 'CD': 1, 'DC': 1, 'DD': 7}","{'CC': 36, 'CD': 4, 'DC': 0, 'DD': 5}","{'CC': 36, 'CD': 3, 'DC': 1, 'DD': 5}","{'CC': 37, 'CD': 1, 'DC': 1, 'DD': 6}","{'CC': 38, 'CD': 1, 'DC': 2, 'DD': 4}"
1,"{'CC': 8, 'CD': 9, 'DC': 12, 'DD': 14}","{'CC': 12, 'CD': 4, 'DC': 3, 'DD': 24}","{'CC': 18, 'CD': 8, 'DC': 5, 'DD': 12}","{'CC': 18, 'CD': 5, 'DC': 2, 'DD': 18}","{'CC': 20, 'CD': 4, 'DC': 7, 'DD': 12}","{'CC': 22, 'CD': 4, 'DC': 5, 'DD': 12}","{'CC': 26, 'CD': 3, 'DC': 1, 'DD': 13}","{'CC': 30, 'CD': 2, 'DC': 4, 'DD': 7}","{'CC': 30, 'CD': 4, 'DC': 1, 'DD': 8}","{'CC': 31, 'CD': 2, 'DC': 2, 'DD': 8}","{'CC': 31, 'CD': 1, 'DC': 1, 'DD': 10}","{'CC': 32, 'CD': 1, 'DC': 1, 'DD': 9}","{'CC': 32, 'CD': 1, 'DC': 3, 'DD': 7}","{'CC': 32, 'CD': 0, 'DC': 5, 'DD': 6}","{'CC': 32, 'CD': 2, 'DC': 3, 'DD': 6}","{'CC': 34, 'CD': 1, 'DC': 0, 'DD': 8}","{'CC': 36, 'CD': 0, 'DC': 3, 'DD': 4}","{'CC': 36, 'CD': 1, 'DC': 1, 'DD': 5}","{'CC': 37, 'CD': 2, 'DC': 0, 'DD': 4}","{'CC': 37, 'CD': 2, 'DC': 1, 'DD': 3}"
2,"{'CC': 5, 'CD': 16, 'DC': 9, 'DD': 22}","{'CC': 9, 'CD': 5, 'DC': 8, 'DD': 30}","{'CC': 12, 'CD': 7, 'DC': 8, 'DD': 25}","{'CC': 15, 'CD': 4, 'DC': 8, 'DD': 25}","{'CC': 18, 'CD': 4, 'DC': 6, 'DD': 24}","{'CC': 21, 'CD': 3, 'DC': 7, 'DD': 21}","{'CC': 23, 'CD': 4, 'DC': 6, 'DD': 19}","{'CC': 25, 'CD': 4, 'DC': 5, 'DD': 18}","{'CC': 26, 'CD': 6, 'DC': 1, 'DD': 19}","{'CC': 28, 'CD': 6, 'DC': 6, 'DD': 12}","{'CC': 29, 'CD': 4, 'DC': 2, 'DD': 17}","{'CC': 31, 'CD': 2, 'DC': 3, 'DD': 16}","{'CC': 32, 'CD': 4, 'DC': 8, 'DD': 8}","{'CC': 32, 'CD': 3, 'DC': 3, 'DD': 14}","{'CC': 35, 'CD': 2, 'DC': 1, 'DD': 14}","{'CC': 36, 'CD': 3, 'DC': 2, 'DD': 11}","{'CC': 38, 'CD': 6, 'DC': 1, 'DD': 7}","{'CC': 40, 'CD': 1, 'DC': 3, 'DD': 8}","{'CC': 41, 'CD': 1, 'DC': 1, 'DD': 9}","{'CC': 41, 'CD': 2, 'DC': 4, 'DD': 5}"
3,"{'CC': 8, 'CD': 12, 'DC': 9, 'DD': 17}","{'CC': 12, 'CD': 5, 'DC': 1, 'DD': 28}","{'CC': 16, 'CD': 7, 'DC': 5, 'DD': 18}","{'CC': 18, 'CD': 6, 'DC': 3, 'DD': 19}","{'CC': 22, 'CD': 4, 'DC': 2, 'DD': 18}","{'CC': 23, 'CD': 8, 'DC': 2, 'DD': 13}","{'CC': 26, 'CD': 3, 'DC': 1, 'DD': 16}","{'CC': 28, 'CD': 3, 'DC': 5, 'DD': 10}","{'CC': 29, 'CD': 0, 'DC': 2, 'DD': 15}","{'CC': 31, 'CD': 0, 'DC': 3, 'DD': 12}","{'CC': 35, 'CD': 2, 'DC': 2, 'DD': 7}","{'CC': 36, 'CD': 1, 'DC': 0, 'DD': 9}","{'CC': 37, 'CD': 2, 'DC': 1, 'DD': 6}","{'CC': 37, 'CD': 1, 'DC': 2, 'DD': 6}","{'CC': 38, 'CD': 1, 'DC': 3, 'DD': 4}","{'CC': 39, 'CD': 1, 'DC': 1, 'DD': 5}","{'CC': 40, 'CD': 2, 'DC': 0, 'DD': 4}","{'CC': 39, 'CD': 1, 'DC': 2, 'DD': 4}","{'CC': 40, 'CD': 1, 'DC': 0, 'DD': 5}","{'CC': 40, 'CD': 1, 'DC': 0, 'DD': 5}"
4,"{'CC': 6, 'CD': 11, 'DC': 14, 'DD': 22}","{'CC': 9, 'CD': 4, 'DC': 5, 'DD': 35}","{'CC': 13, 'CD': 10, 'DC': 9, 'DD': 21}","{'CC': 16, 'CD': 4, 'DC': 5, 'DD': 28}","{'CC': 21, 'CD': 8, 'DC': 8, 'DD': 16}","{'CC': 25, 'CD': 0, 'DC': 4, 'DD': 24}","{'CC': 26, 'CD': 6, 'DC': 4, 'DD': 17}","{'CC': 30, 'CD': 4, 'DC': 4, 'DD': 15}","{'CC': 31, 'CD': 4, 'DC': 5, 'DD': 13}","{'CC': 32, 'CD': 3, 'DC': 6, 'DD': 12}","{'CC': 33, 'CD': 3, 'DC': 1, 'DD': 16}","{'CC': 36, 'CD': 4, 'DC': 4, 'DD': 9}","{'CC': 37, 'CD': 3, 'DC': 4, 'DD': 9}","{'CC': 41, 'CD': 1, 'DC': 2, 'DD': 9}","{'CC': 41, 'CD': 3, 'DC': 3, 'DD': 6}","{'CC': 44, 'CD': 2, 'DC': 0, 'DD': 7}","{'CC': 44, 'CD': 1, 'DC': 4, 'DD': 4}","{'CC': 45, 'CD': 2, 'DC': 1, 'DD': 5}","{'CC': 47, 'CD': 1, 'DC': 2, 'DD': 3}","{'CC': 48, 'CD': 1, 'DC': 0, 'DD': 4}"
5,"{'CC': 16, 'CD': 12, 'DC': 20, 'DD': 5}","{'CC': 16, 'CD': 3, 'DC': 2, 'DD': 32}","{'CC': 26, 'CD': 12, 'DC': 5, 'DD': 10}","{'CC': 30, 'CD': 2, 'DC': 2, 'DD': 19}","{'CC': 33, 'CD': 7, 'DC': 6, 'DD': 7}","{'CC': 36, 'CD': 1, 'DC': 0, 'DD': 16}","{'CC': 41, 'CD': 3, 'DC': 4, 'DD': 5}","{'CC': 44, 'CD': 1, 'DC': 1, 'DD': 7}","{'CC': 45, 'CD': 0, 'DC': 2, 'DD': 6}","{'CC': 46, 'CD': 3, 'DC': 2, 'DD': 2}","{'CC': 48, 'CD': 0, 'DC': 0, 'DD': 5}","{'CC': 49, 'CD': 2, 'DC': 2, 'DD': 0}","{'CC': 49, 'CD': 0, 'DC': 0, 'DD': 4}","{'CC': 52, 'CD': 0, 'DC': 0, 'DD': 1}","{'CC': 53, 'CD': 0, 'DC': 0, 'DD': 0}","{'CC': 53, 'CD': 0, 'DC': 0, 'DD': 0}","{'CC': 53, 'CD': 0, 'DC': 0, 'DD': 0}","{'CC': 53, 'CD': 0, 'DC': 0, 'DD': 0}","{'CC': 53, 'CD': 0, 'DC': 0, 'DD': 0}","{'CC': 52, 'CD': 1, 'DC': 0, 'DD': 0}"
6,"{'CC': 23, 'CD': 12, 'DC': 9, 'DD': 12}","{'CC': 30, 'CD': 1, 'DC': 3, 'DD': 22}","{'CC': 36, 'CD': 3, 'DC': 8, 'DD': 9}","{'CC': 40, 'CD': 0, 'DC': 5, 'DD': 11}","{'CC': 45, 'CD': 3, 'DC': 2, 'DD': 6}","{'CC': 47, 'CD': 0, 'DC': 2, 'DD': 7}","{'CC': 50, 'CD': 1, 'DC': 2, 'DD': 3}","{'CC': 52, 'CD': 1, 'DC': 0, 'DD': 3}","{'CC': 53, 'CD': 0, 'DC': 2, 'DD': 1}","{'CC': 53, 'CD': 0, 'DC': 0, 'DD': 3}","{'CC': 54, 'CD': 0, 'DC': 1, 'DD': 1}","{'CC': 54, 'CD': 0, 'DC': 1, 'DD': 1}","{'CC': 55, 'CD': 0, 'DC': 0, 'DD': 1}","{'CC': 55, 'CD': 0, 'DC': 0, 'DD': 1}","{'CC': 55, 'CD': 1, 'DC': 0, 'DD': 0}","{'CC': 55, 'CD': 0, 'DC': 0, 'DD': 1}","{'CC': 55, 'CD': 0, 'DC': 1, 'DD': 0}","{'CC': 55, 'CD': 0, 'DC': 0, 'DD': 1}","{'CC': 55, 'CD': 1, 'DC': 0, 'DD': 0}","{'CC': 54, 'CD': 1, 'DC': 0, 'DD': 1}"
7,"{'CC': 12, 'CD': 16, 'DC': 13, 'DD': 8}","{'CC': 14, 'CD': 2, 'DC': 2, 'DD': 31}","{'CC': 20, 'CD': 10, 'DC': 9, 'DD': 10}","{'CC': 26, 'CD': 0, 'DC': 2, 'DD': 21}","{'CC': 29, 'CD': 9, 'DC': 2, 'DD': 9}","{'CC': 31, 'CD': 1, 'DC': 3, 'DD': 14}","{'CC': 34, 'CD': 1, 'DC': 4, 'DD': 10}","{'CC': 38, 'CD': 1, 'DC': 3, 'DD': 7}","{'CC': 39, 'CD': 2, 'DC': 2, 'DD': 6}","{'CC': 41, 'CD': 2, 'DC': 0, 'DD': 6}","{'CC': 42, 'CD': 3, 'DC': 2, 'DD': 2}","{'CC': 42, 'CD': 1, 'DC': 0, 'DD': 6}","{'CC': 43, 'CD': 1, 'DC': 2, 'DD': 3}","{'CC': 43, 'CD': 2, 'DC': 1, 'DD': 3}","{'CC': 43, 'CD': 1, 'DC': 2, 'DD': 3}","{'CC': 42, 'CD': 0, 'DC': 3, 'DD': 4}","{'CC': 42, 'CD': 1, 'DC': 1, 'DD': 5}","{'CC': 44, 'CD': 2, 'DC': 0, 'DD': 3}","{'CC': 46, 'CD': 0, 'DC': 1, 'DD': 2}","{'CC': 47, 'CD': 0, 'DC': 0, 'DD': 2}"
8,"{'CC': 6, 'CD': 9, 'DC': 9, 'DD': 16}","{'CC': 10, 'CD': 3, 'DC': 6, 'DD': 21}","{'CC': 15, 'CD': 6, 'DC': 5, 'DD': 14}","{'CC': 20, 'CD': 2, 'DC': 2, 'DD': 16}","{'CC': 24, 'CD': 3, 'DC': 4, 'DD': 9}","{'CC': 26, 'CD': 2, 'DC': 2, 'DD': 10}","{'CC': 27, 'CD': 1, 'DC': 2, 'DD': 10}","{'CC': 30, 'CD': 1, 'DC': 2, 'DD': 7}","{'CC': 32, 'CD': 1, 'DC': 3, 'DD': 4}","{'CC': 32, 'CD': 1, 'DC': 0, 'DD': 7}","{'CC': 33, 'CD': 2, 'DC': 2, 'DD': 3}","{'CC': 32, 'CD': 1, 'DC': 2, 'DD': 5}","{'CC': 32, 'CD': 1, 'DC': 3, 'DD': 4}","{'CC': 34, 'CD': 0, 'DC': 0, 'DD': 6}","{'CC': 35, 'CD': 1, 'DC': 4, 'DD': 0}","{'CC': 34, 'CD': 1, 'DC': 0, 'DD': 5}","{'CC': 35, 'CD': 1, 'DC': 1, 'DD': 3}","{'CC': 36, 'CD': 1, 'DC': 1, 'DD': 2}","{'CC': 35, 'CD': 0, 'DC': 1, 'DD': 4}","{'CC': 36, 'CD': 1, 'DC': 1, 'DD': 2}"
9,"{'CC': 15, 'CD': 12, 'DC': 8, 'DD': 13}","{'CC': 18, 'CD': 4, 'DC': 4, 'DD': 22}","{'CC': 22, 'CD': 2, 'DC': 7, 'DD': 17}","{'CC': 25, 'CD': 4, 'DC': 5, 'DD': 14}","{'CC': 27, 'CD': 3, 'DC': 4, 'DD': 14}","{'CC': 33, 'CD': 4, 'DC': 0, 'DD': 11}","{'CC': 35, 'CD': 3, 'DC': 2, 'DD': 8}","{'CC': 37, 'CD': 3, 'DC': 2, 'DD': 6}","{'CC': 39, 'CD': 2, 'DC': 0, 'DD': 7}","{'CC': 38, 'CD': 3, 'DC': 3, 'DD': 4}","{'CC': 38, 'CD': 0, 'DC': 3, 'DD': 7}","{'CC': 39, 'CD': 2, 'DC': 0, 'DD': 7}","{'CC': 42, 'CD': 1, 'DC': 0, 'DD': 5}","{'CC': 42, 'CD': 2, 'DC': 2, 'DD': 2}","{'CC': 43, 'CD': 0, 'DC': 1, 'DD': 4}","{'CC': 44, 'CD': 0, 'DC': 3, 'DD': 1}","{'CC': 43, 'CD': 1, 'DC': 1, 'DD': 3}","{'CC': 43, 'CD': 2, 'DC': 1, 'DD': 2}","{'CC': 43, 'CD': 1, 'DC': 0, 'DD': 4}","{'CC': 44, 'CD': 1, 'DC': 1, 'DD': 2}"
